;Comment
6010;"Даже порядочный человек, не встреть этого деда на лавочке, забрал бы деньги и знать не знал бы про судьбу старика.

Я, конечно, таких сумм не находил. Но году в 98, когда деноминация у нас происходила, нашел 50 рублей на площадке возле школы - играли там с ребятами. Через эту площадку проходила тропинка от дома кочегара нашей школы к самой кочегарке, вот на этой трапинке и нашел. Помню попкорн сырный джоли тайм стоил тогда 3,5 рубля. Парни обрадовались - в магазин пойдем, накупим всего, а мне не по себе, кто-то ведь потерял, может деньги последние у человека... И тут смотрю, идет кочегар наш, с тележкой своей для угля. Видно, что под ноги смотрит, ищет что-то. Говорю ему, дядь Гена, вы ничего не теряли - да, говорит, полтинник потерял - из кармана выпал. Отдал я ему полтос тогда, он мне потом всю свою жизнь оставшуюся вспоминал этот случай при встрече, пока я из школы не выпустился.

А не встреться мне он тогда, поекало бы у меня в груди, но деньги бы потратил все равно, тем более в 90-е они никогда не были лишними.

Мне ребята сказали тогда, что я зря вернул деньги, но это их мнение..."
6011;Год 99-й. Мне 11 лет. Гуляем по заброскам: я, и два моих соседа по площадке примерно такого же возраста. По дороге домой замечаю в траве свёрнутую купюру наминалом 10 рублей. Поднимаю, разварачиваю , а там ещё 110 рублёв - неплохие деньги в то время, особенно для школоты. Себе забираю сотку, т.к. нашедший я(думаю вот маму обрадую, хоть на вечер стол можно по приличней накрыть) и по десятки соседским пацанам. Идём значит, почти вышли с парка, до подъезда оставалось совсем ничего, тут сзади пару ударов по голове, я лежу, чувствую кто-то разжимает мой кулачок и забирает купюру. Ах вы суки думаю. Ну ладно. Полгода я их вылавливал по одному. Ещё года 2 были врагами, устраивая друг другу козни.
6012;я бы, наверно, просто не стал подходить к деду, просто не подумал бы на него. Хотя я скорее решил бы, что деньги не чистые, и за их использование присесть могу
6013;Я бы вообще не поднимала бумажник, если бы не видела кто его выронил. Мало ли что там может быть.
6014;"В мире 7 миллиардов человек.
До восьми уже осталось чуток: https://countrymeters.info/ru/World"
6015;Права нашла как-то на 5 категорий,нашла человека в соцсетях,пишу,уточняющие вопросы.он даже не в курсе был.еще и с доставкой.спасибо сказал
6016;А я в 90х нашел 400рублей, помню M&M's тогда 3 рубля стоил. Лет восемь мне было. Накупил солдатиков, которых клеить надо и счастлив был до жути, но, чот, больше не везло так. А сейчас, скорее всего, тоже вернул бы.
6017;Я как-то в онкоцентре в буфете 2500 нашла. Даже искать не стала, чьи. Я там с мамой была, денег - хер, бесплатного анализа ждать долго, а на платный денег не было. Вот мы их и нашли. Мама упиралась, убедила тем, что если бы деньги были последние, так бы не потеряли
6018;"Я поражаюсь с некоторых людей, деньги в пакетике... ппц просто. Я видел как человек продавал дом за 40к$, после сделки положил деньги в пакетик и поехал себе в метро как ни в чём не бывало, только чтобы не тратить деньги на такси. Похожая ситуация была с тёщей брата, помогал я им с продажей дома, после закрытия сделки у нотариуса и получения денег, я быстро вызвал такси по Uber, тёща брата мне потом долго высказывала что можно было на автобусе доехать, и деньги сэкономить, святая простота...
комментарии 14"
6019;И всегда эта манера отказываться от благодарности. Если дают вознаграждение надо брать. Потому что это благодарность от чистого сердца, а не откуп. Всегда принимаю и если есть повод благодарю чем то. Это способ сказать - Ты поступил благородно и это достойно поощрения.
6020;"А потом дающий в спину тебе думает ""вот же скотина, я же просто из вежливости тебе предложил, ты не должен был взять из вежливости, а теперь у меня на 5000 меньше. Чтоб ты сдох, козлина, с моей пятёркой""."
6021;Тоже не взял бы денег, да и не брал никогда в подобных случаях. Но не все ли равно что чужой человек о тебе подумает?
6022;"Помню, уезжали мы семьёй в ГДР в 1985, отец уже уехао, а мы ждал вызова. И понесли знакомым фанерный ящик, оставшийся от упаковки контейнера. Идём, я впереди, брат сзади, и у подъезда лежит зелёная картонная коробочка от женских часов ""Заря"", я её ногой откинул, зашли, отдали ящик, выходим, а коробочка лежит. Я поднимаю, раскрываю, а там деньги, 135 рублей! Месяц мы на них жили, помню."
6023;"Мой одноклассник-друган в самом начале нулевых нашел пачку соток резинкой перетянутую, в сумме тысячи на три-четыре. Мы тогда всем классом шли на физ-ру на улице. Я шел рядом с ним, тут он со словами «Опа!» нагибается и поднимает пачку бумажек(любил всякую хуйню с земли поднимать).
Половина класса эту хуйню спалила и физрук в том числе. Подходит и говорит «Дай купюру, проверю. Вдруг фальшивая». Покрутил, посмотрел, грит «Настоящая», и назад отдал. Хотя думал, что щас всю пачку заберет. Видимо, свидетели в количестве целого класса его спугнули.
Ебаные коршуны налетели в считанные секунды, ну и я, естесно в первых рядах. Только и слышны крики «Дай! Дай! Дай!» Раздал он по сотке некоторым на тысячи полторы, остальное домой отнес и сказал, что мамка в милицию отнесет. На перемене к нему уже какое-то хуйло из старшего класса подходит и говорит, что это его бабки, и чтобы ему все вернули. И одноклассница моя подпёздывает ему еще, шкура малолетняя. В общем кто-то ему по соточке отдал, кто-то нет. Ну а я киндеров накупил себе и заебись.
К слову 3 косаря для школоты в то время была просто фантастическая сумма, особенно для меня, учитывая, что мне на обед давали рублей 30-40, и я месяц с этих денег копил на лицензию 3-го варкрафта. А тут сотка как с куста.
Вообще на нахождение денег мне не везло. Когда с друзьями гулял, бабки находили именно они, то полтинник, то сотку.
Рыжий вообще чуть ли не каждую гулянку по полтосу находил, как будто он их заранее раскидывал. Везучие хуи :("
6024;Мы с двоюродным братом так в детстве (примерно 2005 год) нашли пухлую пачку денег, тоже перетянутую резинкой. Губы раскатали, думаем ЕБАААААТЬ, мы вот щас точно не спим и эта пачка не глюк????!!!! Поднесли поближе к глазам, а там все купюры по 10 рублей) В сумме было около 300 рублей. В принципе, для двух школотронов в то время нормальная сумма на чипсы с сухариками, Клинские стоили около 6р, а лимонад Дана 12. Но все равно пол дня расстроенные ходили)
6025;"В 2012 году находил айфон 4, как только взял в руки телефон, тут же звонок. Беру трубку в ожидании благодарностей за находку, но по другую сторону линии низкий басовый голос мужика: - ТЫ ГДЕ ПИДАРАС, ПРИЕДУ ЕБАЛО БИТЬ БУДУ. ТЫ ПОПАЛ, Я ТЕБЯ НАЙДУ И ЗАКОПАЮ!!!
Хотел объяснить ситуацию, но мужик не давал вставить слово, только угрожал и угрожал, ну я в авиарежим поставил и ушёл домой. Что забавно, на нем не было ни пароля, ни айклауда, в галерее было несколько фоток, владельцем телефона был маленький ребёнок, который фоткал порш каен в гараже, свой огромный дом в элитном районе и т.д. думаю потеря была невелика)))

Год айфоном пользовался и обменял на скутер"
6026;GIF●1.7 Мб
6027;"На анекдотру подобную хуету называли ""мимоза"", так что древнее зло пробудилось. https://www.anekdot.ru/id/215657/"
6028;Нашла на полу магазина пятитысячную купюру. Походила, посмотрела, никто не ищет. Забрала себе.
6029;Мужик
6030;расплакался
6031;"а я проверил карманы..
фух, на месте!"
6032;Человек!
6033;а я как то потерял кошелек с 10 ка рублей. тоже последнее было... внутри карты, документы и счастливый доллар, с более 20 лет со мной... Писал объявы- верните кошелек, хотя бы без денег. Ни разу ни кто не позвонил даже
6034;По-хорошему проводить бы деда надо было ещё.
6035;А почему он пакетом старался не шуршать? Чтобы дед раньше времени не догадался?
6036;Чтобы не сказал дед, что шуршат его деньгами. Размышлял человек.
6037;Лошара, нашел бабло и отдал ловкому мошеннику. Дед не промах, развёл на рас.
6038;YouTube●0:58
6039;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
6040;"Ох сколько же я таких фирм повидала, когда также решила сменить работу, когда на меня навесили уже обязанности 4 человек. И самое главное поражает, когда разговор заходит за деньги, они искренне удивляются, какие деньги??? Вот наглецы, им представляется привилегия работать в НАШЕЙ КОМПАНИИ, а им ещеденьги подавай. Особенно нравятся байки про то какой опыт ты получишь, как прокачаешь скилы и каким профессионалом станешь, спасибо, я на первой работе опыт наработала и пора работать за деньги, а не за красивые обещания

В таких случаях всегда вспоминаю анекдот
— Мама, что мы будем сегодня кушать?
— Ничего, я работаю на интересном проекте в дружной команде и предана только делам компании."
6041;Значит, мама работает учителем!)
6042;Там же написано - в дружной команде
6043;Ещё ладно бы эта компания принципиально отличалась от других аналогичных и давала б тебе какой то бонус для развития, но в основном то делать аналогичную х-ню принципиально не отличающуюся от других таких же компаний, почему они думают что за идею должны работать у них, чем они лучше конкурентов? Они что , Гугл, Яндекс или Тесла в своей области?
6044;"А я всегда отвечала, что деньги-это эквивалент моего образования, опыта, квалификации, вложенного труда и желания работать. Мои профессиональные качества-это ценность, и продаю их за определенную цену. Не можете ее заплатить-так я не навязываюсь.
Вообще, это как на рынке: кто-то покупает дорогой качественный продукт, кто-то дешевый и некачественный, но и цена у них разная."
6045;Моя любимая цитата на эту тему из фильма «Кто подставил кролика Роджера?» - «Я за орешки не работаю.»
6046;Я так же летом искал работу. В одной канторе сказали, что будут платить на 10к меньше, чем я хочу, но я получу уникальные навыки. Ток я эти уникальные навыки за 5 лет работы уже получил и не довольно плохо освоил
6047;"не довольно плохо освоил

это как? Тебя заставили и поэтому ты с не довольством освоил, но плохо? Или как?"
6048;"Самое обидное, что на такой мусор ты тратишь время, которое стоит денег и которое тебе отрабатывать
Я по телефону заявил, хочу 90, прихожу, предлагают 40-60 , сука"
6049;"Кстати да, бесит такая хуйня.
- сколько вы хотите?
- 100к
- нас устраивает, приходите общаться с руководителем.
приходишь:
--мы готовы дать 50к

Нахера тратят моё время, на что расчёт? Я хз"
6050;"Ага, или нанимаешься медсестрой. На собеседовании говорят, что все, что нужно делать - брать анализы, заполнять данные в компе и заниматься упаковкой материала и выписыванием направлений в другие лаборатории. Ну ок. Приходишь на стажировку ( вот тут благо, что 3 дня стажировки без оформления, ну и без оплаты соответственно). Оказывается, что ещё надо заменять администратора ( а это значит, что нужно научиться работать с кассовым аппаратом, терминалом, работать в программе для записи пациентов к врачу, знать специфику каждого врача - вот Семенов принимает взрослых, но если это медосмотр, то можно и ребёнка с 10 лет записать. Но если на смене есть Петров, то детей к нему записывай. Но он с 14 лет принимает. А вот Иванов, он делает УЗИ. Беременных не направлять к нему, но если это пациентка Сидорова, то можно и тд. И сидишь ты такой, смотришь на этих людей, которые сейчас работают в этой шараге на нескольких должностях, но получают одну ЗП и думаешь "" Слава богу, что я могу прям сейчас встать и уйти"""
6051;Первые три месяца стажировка без оформления.
6052;знакомо.
6053;Чем громче пресса заявляет о кризисе, тем больше работодатели чувствуют себя рабовладельцами.
6054;Вот только та самая очередь за забором, чаще всего так и не появляется.
6055;"Ну таки начинает забываться, что как правило рабов покупают вместе с плантацией... Только тогда, новых приходилось везти из Африки, а сейчас есть гипотетический ""забор""... И вроде он намного ближе, но ведь, чтобы рабы были в шаговой доступности, пипа за ""забором"" их сперва туда доставить надо."
6056;Просто очередь стояла не к нему )
6057;Открываешь сайты вакансий, и чот по году висят вакансии, даже с увеличенной суммой довольствия.
6058;"Я на такое нарывался. Сдаётся мне, что этим чисто формальность выполняют, когда есть ИО, но для назначения его на должность надо соблюсти определённый порядок.
Ну иногда висят для того, чтоб принимать временных рабов. Раб приходит, отрабатывает испытательный срок, а потом выпускается на волю, но без ЗП и выходного пособия. Потом ждут следующего и всё повторяется."
6059;Не знаю, кому как, но этот коронавирус мне только помог с работой. Я кассир-аутстафф (наёмник) и за мою технику безопасности и рисками заболеть, никто не отвечает. И работы было столько, что о выходных я не просил, а требовал! Но, зато, один гипермаркет разглядел мою быстрообучаемость, универсальность и умение работать практически с любым клиентом и позвали меня на официальную должность кассира. Через месяц уже менеджером (старшим кассиром) поставили. Сейчас просят перевестись в отдел оптовых закупок начальником отдела. З/п больше, но и гемора больше... Думаю...
6060;Мои поздравления. Так держать)
6061;А образование у Вас какое?
6062;идите. как минимум опыт работы руководителем получите.
6063;"Работаю учителем. На днях вызвали к директору ""на ковер"". Из претензий - веду себя не как женщина, должна была обустроить на рабочем месте уют, а у меня даже фотографии семьи на рабочем столе нет.  Вторая -  ""такое чувство, что вы сюда приходите только деньги зарабатывать"", поскольку после уроков в школе не задерживаюсь. Ну и куча мелких придирок, по существу 0. Что это было?"
6064;О, а меня отчитывали что цветы в кабинете не развела. Ну, не люблю я цветы. А по их мнению должна
6065;что ж ты за женщина то такая, ни цветов ни фарфоровых кошечек на столе, даже вязанного половичка нет в классе, фу такой быть
6066;Вы отстояли свое мнение или тихонечко втянули язык в жопу и прогнулись?
6067;И вы после этих придирок, конечно, отстояли свое право? Или как всегда втянули язык в жопу и прогнулись?
6068;Могу и бесплатно,только такого натворю.....))) 100'адвокатов не разгребут)))
6069;Вот с этим утверждением в корне не согласен. Получаешь хоть одну копейку, будь добр выполняй свою работу качественно. Считаешь что ты можешь за эту или другую работу получать больше? Так не сиди на этом месте.
6070;"Как заколебали эти конторки, где ""юрист должен приносить деньги компании"", то есть еще и сам нарабатывать клиентскую базу холодными звонками, или рекламой, а оплату делить с этой говноконторой. Юрист вообще не должен заниматься продажами. Да и если я нахожу клиента и делаю всю работу, нахрена мне с вами делиться? Какой-то изврат, а не вакансия. На такие даже ходить не надо, как и на те, где всякие стрессоустойчивости просят."
6071;Нахер такая работа , за идею и почетные грамоты пусть сами работают.
6072;Нет, ты что. Они работают за деньги. А за идею они лохов найдут.
6073;"Есть железный аргумент против ""вы работаете только ради денег"".  Деньги нужны мне чтобы содержать семью, а семья всегда важнее нового офиса, коллектива и корпоративного духа. И пусть попробуют доказать обратное."
6074;А, еще был вопрос про удовольствие от работы.... Отвечаю, что удовольствие мне приносит секс, общение с близкими людьми, путешествия, хобби, спорт и клубника с грядки в 5 утра, а работа должна приносить деньги для того, что бы я могла тратить их на свои удовольствия (блин, пряжа до хрена стоит!). таких квадратных глаз я давно не видела)
6075;"ДА!
Вы видели сколько сейчас alize puffy стоит? Т_Т"
6076;Соглашаюсь с этим, зачем спорить.
6077;полностью согласен с авторами. Когда ко мне приходят на собеседование сотрудники в отдел продаж и начинают мне рассказывать про важность лично для них бренда, офиса, коллектива, и на каком-то 8 месте только возникает уровень з/пл и ее белизна, то я таких на работу не беру, потому что искренне считаю, что у сотрудника отдела продаж (обслуживания клиентов) важным должны быть продажи и как следствие уровень дохода.
6078;Для продаж, может быть. Для меня, как сисадмина, ЗП важный пункт, но не на первом месте. Важнее возможности развития. Другое дело, что работать за копейки я не пойду. Уже несколько перерос тот уровень.
6079;Согласна с возможностью развития, согласна работать на перспективу (была и такая работа, когда год работала ну, не за спасибо, а практически на минималке, а потом и премии, и бонусы, и зп на порядок выше средней и 3 месяца на море и много чего еще было. и опыта прибавилось)
6080;а для меня на первом)))) Хотя ради 10-20% надбавки переходить не буду...
6081;"Не шарите. При приличном уровне дохода повышение на 10-40% ничего особо не меняет. Да, получаю больше, но мне и раньше хватало. И?
А вот то, что я делаю на работе каждый день, кто мои коллеги и какая корп. культура у компании играет роль более значительную.
Да, когда тебе платят тут 60, а там 90 - пофиг. Но с ростом уровня дохода не финансовые преимущества (без потери финансовых) становятся решающими.
Только вот те, кто кричит про миссию и так далее, обычно как раз таки нихера не дают в не финансовом плане."
6082;"Вы правильно пишете, вот только этот уровень зп (при котором нематериальное, становится главнее) ни разу не средний по нашей стране к сожалению.

Не хвастовства ради, читал про это, и уже замечаю у себя, если мне предложат плюс 30% к зп, но в другой компании, я еще буду долго думать, а надо ли мне это. Я в ИТ."
6083;+40% а пиличной зарплате это аргумент к смене конторы и очень сильный. +40% это уже другой уровень.
6084;"Уххххххххххх
Боги))"
6085;Пидорги они захватили вселенную.
6086;Было дело, решила сменить работу. Ну не так, что бы взяла и ушла, а подвернется что-то стоящее - уйду.
6087;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
6088;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
6089;Да там вся ветка огонь. Со своим языком, теориями, обычаями, аббревиатурами ( я их правда хер разобрал). Ощущение что это домен нюхаемклейвместе. Рф переехал на новый домен и сменил тематику. Такой ад что тугосери кажутся нормальным словом из словаря Даля. Автор нужен более глубокий дайвинг и исследования
6090;"""домен нюхаемклейвместе"" - начала читать как: домен ню-хайм-кляймвм-эсте XD полумала, что это у немцев какой-то отдел был, ответственный ""по чистоте крови""
Фига я невнимательная XD"
6091;Есть теория что в любой теме рано или поздно обязательно появится Гитлер
6092;Чё то там про голого Хаима.
6093;О, вы тоже приобщились. Уважаю.
6094;"я тоже зашел поглядеть, мда. Сильно я в это не влезал, но я так понял два этих кадра, там так и несут ахинею? Поскреби вот таких поборников ""морали"" порицателей распутных женщин и убогие же они люди с нарциссическим комплексом и с ворохом подавленных извращений. Такие если у них кишка потолще проституток потрошат по подворотням и не только проституток. Мерзко."
6095;Антивумен чтоли?))
6096;На пруф может быть ссылка, ссылка может быть и на оригинал , но пруф на оригинал нет
6097;Ветка прикольная, но там регаться надо. А так, то да, поле непаханное для троллинга над убогими.
6098;Убогие вышли на новый уровень
6099;"АБФ - АнтиБабский Форум (там наверху страницы у них это написано, думаю, что - оно),
ОЖП - Особь Женского Пола,
ОЖМ - Особь Мужского пола (эти два мне как-то попадались в одном сообществе ёбнутых баб в ВК),
МжМ - ""Мужчина-Женщина-Мужчина"" ебля в два смычка (хотя, думаю, это и так понятно),
РСП - Разведёнка С Прицепом (женщина с ребёнком),
МПХ - Мужской Половой Хуй,
РГМ - судя по контексту - Рак Головного Мозга.
Дальше не смогла, перестала улавливать суть их ебанутого диалога."
6100;"ОЖМ - Особь Мужского пола (эти два мне как-то попадались в одном сообществе ёбнутых баб в ВК),
Странно, по идее же ОМП должно быть. Или это для мужчинок слишком солидная аббревиатура? =)"
6101;Сошлись вода и камень, лёд и пламень. На Пикабу контингент тоже повернутый, только в другую сторону, так что похуй. С тех пор как я узнал, что есть люди верящие в плоскую землю чему ещё можно удивляться.
6102;а что земля не плоская? я вот не вижу чтобы край заворачивался как у шара. И солнце вокруг летает, утром из под земли вылетает с одной стороны и потом падает с другой. Я же вижу каждое утро и вечер. (шутка, если что)
6103;Сошлись вода и камень, лёд и пламень. На Пикабу тоже повернутых хватает только в другую сторону, так что похуй. С тех пор как я узнал, что есть люди верящие в плоскую землю чему ещё можно удивляться.
6104;Откуда эти тугосери взялись вообще. Несколько лет общалась на мамском сайте, ни разу не встретила этого слова. Хотя я не читала там общую ленту... Вероятно круг общения влияет и на это.
6105;"Введи в поисковике ""Мой годовасик тугосеря"". Взялось оттуда."
6106;Добро пожаловать на территорию мужского движения. Такой бред там пишут, конечно
6107;"Вы распространяете возмутительные заблуждения. Например, вы говорили, что девственность исключает материнство.
Урсус кротко поднял глаза.
- Я не говорил этого. Я только сказал, что материнство исключает девственность.
Человек который смеется. В.Гюго"
6108;Можно для тупых эту мысль попроще объяснить?
6109;"Если кто-то умудрился родить ребёнка, то этот кто-то очевидно не девственница.
В то же время девственница все ещё может стать матерью в будущем."
6110;А если девственница взяла приёмного ребёнка?
6111;"Думаю там такие варианты не рассматривают. Боюсь, что тамошние обитатели, согласные с обсуждаемым утверждением, за норму берут только рожденного во грехе ребенка, и обсуждают только ""персонально вы*баных""  детей, не считая для себя возможным воспитывать чужого ребенка. Что касательно ЭКО девственници с последующим кесаревым - ""нормальный"" ОМП, по версии того ресурса, не будет заводить семью с ""проблемной"" ОЖП, ибо не для этого его мама цветочек выпестовала. Я набрел на тему, где перечислялись ОЖП не достойные даже внимания ОМП, не то что брака или встречаться. И там просто ад и Израиль - начиная с девушек не практикующих заговорить первыми, продолжая бодипозитивными, возрастными, современными, с тату, даже риелторшам досталось, и заканчивая успешными бизнес-леди, планирующими ребенка, состоявшимися личностями и посетительницами злачных мест: кафе, ресторан, клуб, сауна, арт-мероприятия, тренинги и салоны красоты. Возрастной ценз, соответственно, тоже был представлен и составлял 18-21 год. Также строгие критерии отбора касались: родителей, места работы, образования, круг общения и социальная активность, увлечения и понимание выражения ""Выйти заМУЖ"". Складывается общий профиль завсегдатаев того ресурса - ОМП низкого дворянского рода РИ XIX века, с пунктиком на традициях, превосходстве МП над женщинами и собственном превосходстве и самолюбовании, считающий себя ""пупом Земли"" и объектом воздыхания всех без исключения ОЖП в радиусе 50 км, ввиду отсутствия конкурентов. Ожидающий от спутницы жизни - покорности, молчаливости, социофобии, отсутствия родни, подруг, интересов и увлечений, мастерских навыков во всех домашних делах, ну и, конечно же, девственности с врожденными навыками гейши и дорогой проститутки, но только в рамках потребностей мужа. В реале же, это среднестатистический бета, активно склоняющий девушек к соитию до брака, при этом обвиняющий женщин во всем и ищущий себе в жены воплощение невинности и покорности, которой не задумываясь изменит с ""бракованной"" шалавой, воспринимая жену как трофей и предмет хвастовства для себя, а предмет вселенской зависти для остальных ОМП, не таких исключительных как он."
6112;А чисто теоретически, можно же влить в девственницу сперму и она может забеременеть, потом с помощью кесарева сечения родить ребенка и при этом остаться девственницей?🤔
6113;О, АБФ на Пикабу подвезли )))) я это мудэшное (мужское движение, есличо), читаю на работе за обедом. Весело, познавательно, освежает пониманием, что эти люди ходят где-то рядом. Советую погуглить Гомер, Мардж, мужское движение. История была умопомрачительная😆
6114;"блин, загуглила, но в выдаче явно не то, что ты имеешь в виду.
порадуешь прямой ссылочкой?
а тл у меня три часа ночи, и недоеденная пачка сырных доритос перед сном.
хотела на ночь позитива."
6115;Сейчас поищу. Скорее всего уже подтерли
6116;Я попытался было почитать этот форум ради лулзов, но после 6-й страницы стало тошнить.
6117;Самое главное, причем тут сексуальность и материнство вообще?
6118;Это у вас платных каналов нет в подписке хехе
6119;просто длинное описание жанра MILF
6120;Не, ну а что, логично. Единственная мать - девственница вон, вырастила основателя религии целой
6121;Ну, не основателя, а популизатора скорее.
6122;Не, все правильно. Популяризатор - это Павел.
6123;И римляне такие:
6124;Религия как бы его именем названа. Он как бы изменил каноны старой религии и дал новые каноны
6125;Популяризатором Пашка был.
6126;Ну вот по поводу девичества Богородицы, которая осталась девой даже после родов...) Вообще-то мы сейчас знаем этот вариант как единственный, просто потому, что всех кто утверждал обратное - сожгли еще в начале эры)
6127;Про то, что осталась левой после родов, уже позже додумали. Так-то в Библии упоминаются братья и сёстры Иисуса.
6128;Вообще, слышала что это банальная ошибка перевода. Потом прижилось, будоражит воображение фанатиков.
6129;Да и там такое себе воспитание... Дерзил старшим, сотрясал устои, поднимал руку на беззащитных торговцев. К властям вообще никакого уважения, ужас.
6130;Таки вроде по библии она была замужем и у неё были дети от мужа Иосифа. А то было просто непорочное зачатие....
6131;Кроме того, первая брачная ночь. Какая девственность?
6132;"Там, говорят, не все так однозначно было =)
YouTube●3:38"
6133;"О, художественный фильм ""спиздили"""
