;Comment
6805;['ты', 'проебаться', 'год', 'эдак']
6807;['вы', 'знать', 'русый']
6808;['поддерживать', 'набрать', 'штраф', 'главное', 'продолжай❤', 'эксперт', 'понаписать', 'бабушка', 'мединский', 'приставать', 'засудить', 'это', 'россия']
6809;['доводить', 'штраф', 'право', 'прецедентный', 'хороший', 'на', 'штраф', 'комунить', 'набрать', 'прецедент']
6810;['нахуй', 'штраф', 'на', 'юрист', 'на', 'процесс', 'после', 'каждый', 'процесс', 'обзор', 'взлететь', 'ояести', 'однозначно']
6811;['в', 'следующий', 'сумма', 'быть', 'просить', 'репутационный', 'потеря', 'всё', 'такой', 'требовать', 'заблокировать', 'канал']
6812;['тоже', 'готовый', 'посильный', 'помощь', 'оказать', 'координационный', 'центр', 'пора', 'оформлять']
6813;['готовый', 'лайк', 'поставить']
6814;['предлагать', 'спонсировать', 'этот', 'дармоед', 'а', 'получаться', 'каждый', 'отдавать', 'кусочек', 'зарплата', 'жек', 'судить', 'цензуировать']
6815;['ты', 'косвенно', 'спонсировать', 'налог', 'идти', 'налоговый', 'деньга', 'увы', 'распоряжаться']
6816;['что', 'видеть', 'статья', 'свой', 'расход', 'пункт', 'донат', 'дармоед']
6819;['ребята', 'самый', 'простой', 'вариант', 'заходить', 'сайт', 'тип', 'кинопоиск', 'писать', 'правдивый', 'рецензия', 'тот', 'подлив', 'минкульт', 'если', 'рецензия', 'подписать', 'пример', 'страница', 'вк', 'хотя', 'б', 'фио', 'суд', 'простой', 'оперировать', 'минкульт', 'обсэрилсый']
6821;['написать', 'рецензия', 'нужно', 'посмотреть', 'кино', 'желание', 'параша', 'смотреть']
6822;['евген', 'твой', 'паблик', 'забанить', 'адекватный', 'модератор', 'курков', 'осадочек', 'остаться', 'весь', 'рука', 'твой', 'творчество', 'имхо', 'открыть', 'сбор', 'средство', 'запустить', 'стрим', 'ответ', 'вопрос', 'принимать', 'донат', 'миллион', 'мы', 'собрать', 'стоить', 'если', 'хотяб', 'подписчик', 'скинуть', 'р', 'дело', 'сделать', 'если', 'миллион', 'это', 'цена', 'непредвзятый', 'мнение', 'это', 'фигня', 'вопрос', 'я', 'сожаление', 'каждый', 'донатила', 'ты', 'выход', 'обзор', 'ибо', 'финансовый', 'состояние', 'оч', 'хороший', 'ради', 'такой', 'непоскупиться', 'твой', 'обзор', 'это', 'глотка', 'свежий', 'воздух', 'мрак', 'проплатить', 'говно', 'среди', 'контент', 'десяток', 'сотня', 'бездарный', 'блогер', 'поделка']
6823;['поддерживать', 'по', 'р', 'каждый', 'это', 'пустяк', 'пойти', 'благородный', 'дело', 'ибо', 'евген', 'суть', 'это', 'российский', 'министерство', 'культура', 'нормальный', 'человек', 'отличие', 'хуячечный', 'мединский', 'а', 'мединский', 'прочить', 'вспомнить', 'простой', 'истина', 'плюнуть', 'народ', 'утереться', 'народ', 'плюнуть', 'утонуть', 'а', 'ещё', 'мой', 'предложение', 'просто', 'время', 'навсегда', 'не', 'смотреть', 'фильм', 'снимать', 'говенный', 'студия', 'как', 'менять', 'название', 'студия', 'хуячечный', 'отмыв', 'бабло', 'не', 'смотреть', 'фильм', 'который', 'продвигать', 'министерство', 'культура', 'давать', 'деньга', 'запомнить', 'фамилия', 'инициатор', 'травля', 'вообще', 'смотреть', 'упоминаться', 'пидарас', 'даже', 'быть', 'упомянуть', 'титр', 'уборщик', 'подсобный', 'помещение', 'отговаривать', 'просмотр', 'знакомый', 'родный', 'рассказывать', 'весь', 'ситуация', 'сделать', 'натуральный', 'акция', 'не', 'смотреть', 'говно', 'пусть', 'каждый', 'премьера', 'фильм', 'десант', 'бэда', 'ходить', 'кинотеатр', 'фото', 'бэда', 'футболка', 'который', 'бэд', 'плакат', 'маленький', 'говно', 'и', 'донести', 'мысль', 'смотреть', 'фильм', 'снятой', 'шарашка', 'самый', 'помогать', 'далёкий', 'гнобить', 'свободный', 'мнение', 'усиливать', 'цензура']
6824;['никто', 'смотреть', 'они', 'помощь', 'бабосой', 'отмывать', 'ты', 'думать', 'прибыль', 'прокат', 'прилетать', 'чтоль']
6825;['проблема', 'сумма', 'именно', 'заплатить', 'как', 'сказать', 'бэд', 'это', 'создать', 'прецедент', 'и', 'последующий', 'суд', 'быть', 'ссылаться', 'это', 'решение', 'и', 'это', 'дать', 'ещё', 'повод', 'постоянка', 'забирать', 'бабло', 'критик']
6826;['в', 'россия', 'прецедентный', 'право']
6827;['как', 'делать', 'бред', 'иск']
6828;['платить', 'кой', 'случай', 'этот', 'охересть', 'мудак', 'итак', 'подсос', 'наш', 'налог', 'миллион', 'заплатить', 'справедливо', 'сказать', 'охересть', 'мудак', 'подсос', 'наш', 'налог', 'а', 'снять', 'говнофильм', 'снова', 'обидеться', 'конструктивный', 'критика', 'потребовать', 'миллион']
6829;['ты', 'думать', 'миллион', 'тут', 'проблема', 'деньга', 'блядь', 'вообще']
6830;['ты', 'думать', 'миллион', 'а', 'думать']
6831;['с', 'донат', 'аккуратный', 'за', 'непонятный', 'поступление', 'счёт', 'легко', 'заработать', 'блокировка', 'счёт', 'довольно', 'продолжительный', 'время', 'также', 'получить', 'пизда', 'налоговый', 'оппонент', 'реально', 'крышоваться', 'правительство', 'дело', 'пособничество', 'терроризм']
6832;['ностальгировать', 'критик', 'пример', 'который', 'явно', 'вдохновляться', 'баженов', 'сам', 'начало', 'давно', 'обозревать', 'современный', 'фильм', 'цитировать', 'пародировать', 'видеоряд', 'мультпликация', 'свой', 'съёмка', 'и', 'копирайтер', 'случай', 'бессильный']
6833;['евген', 'делать', 'и', 'так', 'пародировать', 'снять', 'собственный', 'сила']
6834;['поэтому', 'стать', 'совершенно', 'невозможно', 'смотреть']
6835;['видос', 'критика', 'стать', 'унылый', 'менее', 'полностью']
6836;['проблема', 'показывать', 'цитата', 'критик', 'говорить', 'мы', 'мочь', 'сам', 'убедиться', 'это', 'говно', 'придумывать', 'цитата', 'нужный', 'подкрепление', 'свой', 'мнение']
6837;['нормально', 'снимать', 'говно', 'сниматься', 'говно', 'играть', 'безобразно', 'плохо', 'уровень', 'утренник', 'детский', 'сад', 'пилить', 'бабло', 'кинотеатр', 'ходить', 'пофига', 'всё', 'уплотить', 'честной', 'раб', 'белый', 'зарплата', 'указывать', 'сниматься', 'говно', 'всплывать', 'обида', 'внезапный']
6838;['правительственный', 'мафия', 'нравиться', 'неуважение', 'относиться', 'деятельность', 'распил', 'бюджет', 'страна']
6839;['за', 'жек', 'капец', 'статистика', 'ютуба', 'ролик', 'смотреть', 'триста', 'тысяча', 'просмотр', 'сто', 'тысяча', 'лайковый', 'такой', 'видеть', 'очень', 'показательно']
6840;['но', 'тренд', 'появиться', 'зато', 'полно', 'какой', 'дегенерат', 'ребёнок', 'и', 'ребёнок', 'дегенерат']
6841;['номер', 'тренд', 'кк', 'просмотр']
6843;['отечественный', 'кинематограф', 'смотреть', 'твой', 'обзор', 'как', 'мистер', 'галактика', 'заслужить', 'мукомол', 'республика', 'коми', 'обладатель', 'ещё', 'титул', 'жить', 'а', 'сарик', 'а', 'крыжовников', 'держаться', 'евген']
6844;['невский', 'должный', 'благодарный', 'иначе', 'знать', 'никто', 'знать']
6845;['да', 'нифига', 'невский', 'обзор', 'известный', 'актёр', 'режиссёр', 'бодибилдер', 'русский', 'шварценеггер', 'так', 'далее', 'активно', 'телеканал', 'пиарить', 'а', 'обзор', 'бэда', 'узнать', 'это', 'курицын', 'фейковый', 'чемпион', 'никто', 'голливуд', 'неизвестный', 'отстойный', 'актёр', 'пиздабол', 'снимать', 'шлак', 'треш', 'репутация', 'евгеш', 'знатно', 'подмочить']
6846;['о', 'многий', 'фильм', 'узнать', 'канал', 'евген']
6847;['че', 'сразу', 'республика', 'коми']
6848;['у', 'пятикратный', 'чемпион', 'предание', 'растигай', 'время', 'узнать', 'что', 'коми', 'занести']
6849;['вообще', 'намекать', 'это', 'край']
6850;['а', 'что', 'дело']
6851;['давать', 'сводка', 'википедия', 'фи́шинга', 'англ', '«рыбный', 'ловля', 'выуживание»', 'вид', 'интернет', 'мошенничество', 'цель', 'который', 'являться', 'получение', 'доступ', 'конфиденциальный', 'данные', 'пользователь', 'логин', 'пароль']
6852;['интересно', 'подёргать', 'это']
6853;['уважаемый', 'пикабутянин', 'это', 'событие', 'являться', 'опорный', 'точка', 'наш', 'сообщество', 'иметь', 'сила', 'благодаря', 'наличие', 'просто', 'адекватный', 'ещё', 'грамотный', 'талантливый', 'человек', 'благодаря', 'этот', 'сила', 'просто', 'устояться', 'котик', 'влиять', 'общественный', 'движение', 'просить', 'отнестись', 'тема', 'евгений', 'ва', 'с', 'весь', 'серьёзность', 'мы', 'иметь', 'право', 'проиграть', 'битва', 'потому', 'это', 'проблема', 'проблема', 'кто', 'напялить', 'очки', 'кто', 'захотеться', 'назвать', 'кто', 'министр', 'культура', 'приставка', 'рф', 'ну', 'хер', 'пусть', 'рядиться', 'мы', 'привыкнуть', 'абсурд', 'но', 'допустить', 'деятель', 'определять', 'что', 'культура', 'что', 'они', 'пилить', 'бюджет', 'молчать', 'обдирать', 'народ', 'терпимый', 'отдать', 'наш', 'душа']
6854;['с', 'ютьюб', 'видео', 'особо', 'удалить', 'решить', 'штраф', 'зайти', 'чувствовать', 'власть', 'копиться', 'недовольство', 'ютьюб', 'вопрос', 'время', 'заблокировать', 'сервис', 'россия']
6855;['сказать', 'это', 'джошизый', 'недавно', 'прилететь', 'непонятно', 'при', 'разрешение', 'у', 'стать', 'чистый', 'аккаунт', 'новый', 'видяшка', 'выкладывать', 'а', 'старый', 'вк', 'остаться']
6856;['не', 'разрешение', 'таки', 'кроме', 'невнятный', 'письмо', 'дага', 'который', 'вообще', 'значит', 'нк', 'дага', 'принадлежать', 'но', 'ютуба', 'грозиться', 'просто', 'отключить', 'монетизация', 'появиться', 'патреон', 'считать', 'положительный', 'момент', 'студия', 'итог', 'объяснение', 'ебнуть', 'канал', 'целиком']
6857;['ещё', 'русвендет', 'расхуярить', 'теперь', 'ангри', 'джо', 'посмотреть', 'задрот']
6858;['сказать', 'это', 'джошизый', 'недавно', 'прилететь', 'непонятно', 'при', 'разрешение', 'скорее', 'случайно', 'влететь', 'кинокомпания', 'правообладатель', 'кадр', 'фильм', 'который', 'использовать', 'обзор', 'критик']
6859;['если', 'это', 'случиться', 'наступить', 'полный', 'пиздец', 'молодой', 'человек', 'больший', 'часть', 'похер', 'всё', 'проводить', 'митинг', 'ютуба', 'похер']
6860;['и', 'говорить', 'столько', 'сразу', 'гневный', 'аватарка', 'появиться']
6861;['с', 'ютуба', 'лёгкий', 'удалять']
6862;['даже', 'наш', 'тупой', 'власть', 'доходить', 'заблокировать', 'интернет', 'путём', 'полный', 'отключение', 'интернет']
6863;['ты', 'прочувствовать', 'момент', 'сказать', 'казаться', 'кажущийся', 'абсурдный', 'ой', 'блять']
6864;['тогда', 'весь', 'диванный', 'воин', 'прийтись', 'встать', 'диван']
6865;['а', 'блокировать', 'в', 'данный', 'случай', 'жек', 'поиметь', 'финансово', 'никакой', 'донат', 'хватить']
6866;['так', 'этот', 'идти']
6867;['нужно', 'запилить', 'свой', 'локальный', 'интернет', 'цензура', 'патчкорд', 'коммутатор', 'или', 'офлайновый', 'флешка']
6868;['вы', 'решить', 'возродить']
6869;['на', 'дискета', 'или', 'аудиокассета', 'мк']
6870;['как', 'это', 'удалить', 'там', 'пара', 'обращение', 'правообладатель', 'акк', 'блочат', 'х', 'ям']
6871;['как', 'наоборот', 'ютуба', 'хуесоса', 'тот', 'канал', 'страйкать', 'киноовца', 'выгодно', 'удалять', 'видео', 'плохой', 'пиар', 'это', 'пиар']
6872;['ютуба', 'ещё', 'тот', 'ссыкун', 'нарушить', 'закон', 'хуй', 'блокнут', 'на', 'всякий', 'пожарный', 'ну', 'мало']
6873;['он', 'просто', 'взять', 'контроль']
6875;['держаться', 'евгений', 'если', 'ст', 'конституция', 'рф', 'мало', 'статья', 'европейский', 'конвеции', 'защита', 'право', 'человек', 'основный', 'свобода', 'помощь', 'свобода', 'выражение', 'мнение', 'каждый', 'человек', 'иметь', 'право', 'свобода', 'выражать', 'свой', 'мнение', 'это', 'право', 'включать', 'свобода', 'придерживаться', 'свой', 'мнение', 'свобода', 'получать', 'распространять', 'информация', 'идея', 'какой', 'либо', 'вмешательство', 'сторона', 'государственный', 'орган', 'независимо', 'государственный', 'граница', 'настоящий', 'статья', 'препятствовать', 'государство', 'осуществлять', 'лицензирование', 'радиовещательный', 'телевизионный', 'кинематографический', 'предприятие', 'осуществление', 'этот', 'свобода', 'налагать', 'обязанность', 'ответственность', 'сопрячь', 'формальность', 'условие', 'ограничение', 'санкция', 'который', 'установить', 'закон', 'который', 'необходимый', 'демократический', 'общество', 'интерес', 'государственный', 'безопасность', 'территориальный', 'целостность', 'общественный', 'спокойствие', 'цель', 'предотвращение', 'беспорядок', 'преступление', 'охрана', 'здоровье', 'нравственность', 'защита', 'репутация', 'право', 'другой', 'лицо', 'предотвращение', 'разглашение', 'информация', 'получить', 'конфиденциально', 'обеспечение', 'авторитет', 'беспристрастность', 'правосудие']
6876;['к', 'сожаление', 'наш', 'страна', 'конституция', 'давно', 'положить', 'хуй', 'хотя', 'хуищщщщщий']
6877;['перед', 'инаугурация', 'а', 'почему', 'подставка', 'конституция', 'такой', 'низкий', 'как', 'гарант', 'рука', 'класть', 'а', 'сказать', 'рука']
6878;['не', 'согласный', 'просто', 'гражданин', 'россия', 'иметь', 'желание', 'бороться', 'свой', 'право', 'пользоваться', 'инструмент', 'предоставить', 'законодательство', 'не', 'сформироваться', 'рф', 'такой', 'правовой', 'культура', 'человек', 'массово', 'готовый', 'бороться', 'свой', 'право', 'предпочитать', 'писать', 'интернет', 'всякий', 'гадость', 'сам', 'знать', 'свой', 'базовый', 'право', 'средство', 'реализация']
6879;['перечитывать', 'пункт', 'евген', 'подтягивать', 'якобы', 'нарушение', 'авторский', 'право']
6880;['я', 'понимать', 'правило', 'ряд', 'исключение', 'он', 'который', 'должный', 'обосновать', 'в', 'данный', 'случай', 'идти', 'посягательство', 'фундаментальный', 'право', 'человек', 'ограничение', 'нарушение', 'копирайт', 'должный', 'существенный', 'безусловно', 'разбираться', 'какой', 'именно', 'случай', 'идти', 'речь', 'дьявол', 'деталь']
6881;['они', 'даром', 'даваться', 'давать', 'посмотреть', 'запад', 'столетний', 'борьба', 'трудящийся', 'свой', 'право', 'всё', 'иметь', 'завоевать', 'борьба', 'никто', 'даром', 'дать', 'отобрать', 'это', 'пожалуйста']
6882;['так', 'цепляться', 'мнение', 'тот', 'обзор', 'использоваться', 'интеллектуальный', 'собственность', 'ютуба', 'такой', 'причина', 'очень', 'часто', 'ролик', 'блокировать', 'не', 'знать', 'закон', 'счёт', 'такой', 'должный', 'копирастие', 'охренела']
6883;['привет', 'который', 'слово', 'принять', 'европа']
6884;['я', 'понимать', 'запретить', 'выкладывать', 'кадр', 'фильм']
6885;['взять', 'потребовать', 'удалять', 'поклёп', 'образ', 'великий', 'режиссёр', 'весь', 'русь', 'тот', 'обзор', 'движение', 'вверх', 'бэд', 'показывать', 'насколько', 'гнилой', 'отмаз', 'приоткрыть', 'душа']
6886;['не', 'это', 'удалить', 'мочь', 'авторский', 'право', 'х', 'з']
6887;['всё', 'это', 'иметь', 'ограничение', 'федеральный', 'закон', 'лох', 'это', 'известно', 'закон', 'принимать']
6888;['международный', 'право', 'иметь', 'приоритет', 'национальный', 'всякий', 'случай', 'рф', 'великобритания', 'пример', 'такой', 'образ', 'правоприменительный', 'практика', 'вступать', 'противоречие', 'обязательство', 'взять', 'государство', 'соответствие', 'международный', 'норма']
6889;['ёбаный', 'жесть', 'как', 'задрать']
6890;['вы', 'великолепно', 'это', 'делать', 'продолжать', 'жечь']
6891;['просить', 'прощение', 'писать', 'сюда', 'самый', 'верх', 'предлагать', 'также', 'бойкотировать', 'августовский', 'фильм', 'эбигейл', 'просто', 'молча', 'фронт', 'поддержать', 'бэда', 'подавать', 'суд', 'критика', 'подобный', 'предлог', 'низко', 'ну', 'максимальный', 'общественный', 'огласка', 'разумеется']
6892;['тот', 'бэда', 'смотреть', 'параша', 'любой', 'случай', 'ходить', 'хз', 'ващий', 'ходить', 'всякий', 'чувак', 'который', 'лишь', 'кино', 'важно', 'наверное', 'эбигейл', 'тип', 'отсылка', 'салемский', 'ведьма', 'срамота']
6893;['ещё', 'подать', 'суд', 'оскорбление', 'чувство', 'колдун']
6894;['эм', 'да', 'никто', 'собираться', 'идти', 'пойти', 'залётный', 'который', 'принцип', 'пох', 'идти']
6895;['а', 'значит', 'бойкотировать', 'я', 'например', 'шлак', 'кинотеатр', 'смотреть', 'удивляться', 'покупать', 'билет', 'подобный', 'дерьмища']
6896;['не', 'поверить', 'сколько', 'год', 'смотреть', 'помои', 'именовать', 'фильм', 'дать', 'контора', 'молодец']
6897;['поверить', 'фильм', 'байкотировать', 'ходить', 'это', 'говно', 'сказать', 'подозревать', 'я', 'надеяться', 'это', 'засудить']
6898;['они', 'ещё', 'свой', 'российский', 'дедпул', 'умудриться', 'сделать']
6899;['а', 'обзорчик', 'бэда', 'фильм', 'посмотреть', 'вообще', 'думать', 'такой', 'кинодел', 'должный', 'бэда', 'спасибо', 'сказать', 'благодаря', 'обзор', 'многие', 'человек', 'вообще', 'хотя', 'узнать', 'говно', 'вкус', 'разный', 'тот', 'газгольдер', 'творчество', 'курицын', 'смотреть', 'формат', 'обзор', 'бэда', 'зайти', 'прикольно', 'так', 'евгений', 'держаться', '💪💪💪']
6900;['вообще', 'хуйня', 'слышать', 'принцип', 'быть', 'трейлер', 'смотреть']
6901;['бояться', 'ца', 'фильм', 'фк', 'увидеть', 'ваш', 'призыв']
6902;['бла', 'начать', 'параша', 'телик', 'крутить', 'фильм', 'шикарный', 'бла', 'бла', 'факто', 'очередной', 'дерьмо']
6903;['мы', 'заплатить', 'высера', 'поэтому', 'торрент', 'скачать', 'стыдно', 'делать', 'это', 'быть']
6904;['эдди', 'марсан', 'нахер', 'это', 'влезть']
6905;['ждать', 'фильм', 'узнать', 'думать', 'верник']
6906;['сам', 'дело', 'народ', 'взрослый', 'ходить', 'мало', 'говнофильм', 'обязывать', 'школа', 'водить', 'ребёнок', 'этот', 'повод', 'поскандалить', 'учитель', 'сказать', 'это', 'говно', 'мой', 'ребёнок', 'водить', 'рубль', 'ссука', 'приказ', 'сверху', 'мочь', 'так', 'далее']
6907;['пока', 'написать', 'знать', 'это', 'говно', 'пахнуть', 'скрытый', 'реклама']
6908;['я', 'продолжать', 'но', 'видимо', 'русскоязычный', 'ресурс', 'думать', 'площадка', 'помочь', 'размещение', 'контент']
6909;['мда', 'сразу', 'видно', 'проплатить', 'комментарий', 'хотеться', 'назвать', 'кремлебот', 'а', 'иначе', 'назвать', 'человек', 'который', 'смотреть', 'пост', 'несоблюдение', 'свобода', 'слово', 'очередной', 'попытка', 'заткнуть', 'неугодный', 'пытаться', 'вместо', 'создать', 'негативный', 'образ', 'женить', 'соус', 'нравиться', 'нечего', 'защищать', 'ваш', 'мнение', 'повод', 'бэдкомедиана', 'любой', 'пост', 'вовсе']
6910;['мультиакк', 'глянуть', 'чисто', 'всякий']
6911;['ваш', 'мнение', 'повод', 'бэдкомедиана', 'любой', 'пост', 'вовсе', 'на', 'пикаба', 'уметь', 'читать', 'текст', 'понимать', 'главный', 'мысль', 'вот', 'точно', 'такой']
6912;['в', 'дело', 'действительно', 'такой', 'пакость', 'ватник', 'кремлёбот', 'укробот', 'прочий', 'прелесть', 'жизнь', 'дискредитировать', 'всё', 'место', 'просто', 'срать', 'место', 'и', 'хуй', 'знать', 'толь', 'это', 'обычный', 'человек', 'писать', 'толь', 'это', 'тот', 'проплатить', 'дебилоида', 'народ', 'автомат', 'перестраховываться', 'минусит', 'ибо', 'задолбать', 'свой', 'говно', 'пообсуждать', 'тот', 'политика']
6914;['не', 'знать', 'насчёт', 'остальнх', 'ваш', 'открещиваться']
6915;['пикабушник', 'штатское', 'подвезти']
6916;['диванный', 'войско', 'бой', 'поспать', 'пять', 'минуточка']
6917;['кучно', 'лечь', 'причём', 'изобразить', 'разнообразие', 'пихуй', 'пофига', 'похуй']
6919;['не', 'думать', 'проплатить', 'везде', 'комментарий', 'который', 'сам', 'день', 'никак', 'относиться', 'тема', 'да', 'смысл', 'вообще', 'проплачивать', 'такой', 'комментарий', 'никто', 'увидеть', 'а', 'помочь', 'другой', 'увидеть', 'комментарий', 'проплатить']
6920;['но', 'кремлёбот', 'ещё', 'существовать', 'писать', 'время', 'минусить']
6921;['я', 'очень', 'сильно', 'любить', 'твой', 'обзор', 'обязательно', 'помочь', 'деньга', 'нужно', 'впервые', 'посмотреть', 'твой', 'обзор', 'мантикора', 'влюбиться', 'с', 'ты', 'фанат']
6922;['суд', 'адвокат', 'дело', 'затратный', 'считать', 'жек', 'отстаивать', 'наш', 'общий', 'право', 'свобода', 'слово', 'свобода', 'мнение', 'проект', 'необходимо', 'весь', 'мир', 'поддержать', 'рубль', 'а', 'перейти', 'ссылочка', 'евген', 'страница', 'вк', 'заминусила', 'фильм', 'шарашкин', 'конторка', 'фильм', 'студия', 'кп', 'тупой', 'говно', 'тупой', 'говно']
6923;['евген', 'каждый', 'твой', 'обзор', 'это', 'шедевр', 'и', 'хотеть', 'смотреть', 'твой', 'обзор', 'шлак', 'мы', 'штамповать', 'тухлый', 'дядька', 'потому', 'твой', 'обзор', 'миллиард', 'крутой', 'спецэффект', 'бездарный', 'пародия', 'западный', 'экшен', 'раз', 'такой', 'умный', 'дохуй', 'бизнесмен', 'твой', 'проект', 'бюджетный', 'деньга', 'вливать', 'но', 'столько', 'глупый', 'далёкий', 'зритель', 'мочь', 'увидеть', 'источник', 'свой', 'доход', 'прямо', 'свой', 'нос', 'весь', 'плохой']
6924;['вообще', 'часто', 'смотреть', 'фильм', 'обзор', 'единственный', 'смотреть', 'специально', 'это', 'обзор', 'невский', 'и', 'апрель', 'год', 'ну', 'защитник', 'но', 'друг', 'найти', 'управа', 'зажать', 'полностью', 'отказываться', 'просмотр', 'российский', 'фильм', 'кино', 'друг', 'место', 'деньга', 'что', 'желать', 'другой', 'товарищ', 'не', 'хотеть', 'адекватный', 'мнение', 'получить', 'зритель', 'потому', 'обзор', 'захотеться', 'посмотреть', 'защитник', 'реально', 'такой', 'дичь']
6925;['это', 'должный', 'топ']
6927;['это', 'реально', 'столько', 'дерьмо', 'наснимать', 'первый', 'слышать']
6928;['да', 'пусть', 'снимать', 'счёт', 'сука', 'бюджет', 'народ', 'нищета', 'говнофильм', 'который', 'никто', 'слышать', 'рекламировать', 'федеральный', 'сми', 'это', 'блядь', 'банальный', 'оккупация', 'мафия', 'другой', 'абсурд', 'государство', 'мочь', 'объяснить']
6929;['ещё', 'способ', 'пилить', 'бабло']
6931;['пластмассовый', 'мир', 'победить', 'блокировка', 'закон', 'защита', 'верующий', 'наказание', 'оскорбление', 'власть', 'запрет', 'фейковый', 'новость', 'далее', 'далее', 'всё', 'катиться', 'тара', 'тарара', 'бэд', 'сдаваться', 'ты']
6932;['грустный', 'реальность', 'прорваться', 'сквозь', 'интернет', 'мы', 'сознание', 'оккупация', 'опг']
6934;['думать', 'хороший', 'юрист', 'мочь', 'решить', 'вопрос', 'правда', 'юридический', 'война', 'обещать', 'постоянный', 'нужный', 'группа', 'который', 'это', 'заниматься', 'это', 'деньга', 'время']
6935;['хотеть', 'буржуазия', 'пересудить', 'буржуазный', 'суд', 'экий', 'наивный', 'чукотский', 'мальчик', 'победа', 'такой', 'суд', 'возможный', 'широкий', 'общественный', 'поддержка', 'условие', 'быть', 'задеть', 'коренной', 'интерес', 'крупный', 'капитал']
6936;['хотеть', 'буржуазия', 'пересудить', 'буржуазный', 'суд', 'вариант', 'особо', 'закон', 'сила', 'никак', 'сила', 'сторона', 'буржуазия']
6937;['а', 'всякий', 'сарик', 'сука', 'ждать', 'держаться', 'тёзка']
6938;['а', 'прокурорский', 'проверка', 'фонд', 'кино', 'устроить', 'или', 'ответный', 'иск', 'подать']
6939;['бэд', 'твой', 'обзор', 'просто', 'отдельный', 'вид', 'искусство', 'обожать', 'ждать', 'нетерпение', 'новый', 'надеяться', 'ты', 'удаться', 'справиться', 'весь', 'дичь']
6940;['надо', 'физический', 'носитель', 'обзорв', 'хранить', 'передавать', 'тайно']
6941;['а', 'ядерный', 'война', 'племя', 'найти', 'диск', 'вставить', 'родовой', 'начать', 'слагать', 'эпос', 'великий', 'богатырь', 'бэдкоммедиан', 'побивать', 'злой', 'мракобес', 'мединский']
6942;['я', 'друг', 'адрес', 'записать', 'забрать', 'мона']
6943;['ага', 'точно', 'пиратство', 'сесть']
6944;['без', 'извлечение', 'прибыль', 'умыться']
6945;['ты', 'изобрести', 'фидо']
6946;['просто', 'ютуба', 'уйти', 'торрент']
6947;['жесть', 'минкульт', 'тварь', 'слиться', 'экстаз', 'жинтос', 'красавчик']
6948;['правительство', 'россия', 'говно', 'однако', 'здравствуйте']
6949;['мы', 'должный', 'бороться', 'дабы', 'производитель', 'киноговно', 'затыкать', 'есть', 'это', 'киноговно', 'наш', 'деньга', 'есть', 'предложение', 'сделать', 'петиция', 'увольнение', 'мединский', 'нанести', 'свой', 'действие', 'непоправимый', 'урон', 'наш', 'культура', 'время', 'свой', 'правление']
6950;['там', 'сразу', 'бравый', 'блогер', 'гоблин', 'встать', 'защита', 'свой', 'кореш']
6951;['они', 'друг', 'гоблин', 'вроде', 'левый', 'блогер', 'хотя', 'сущность', 'абсолютно', 'правый', 'а', 'левак', 'очень', 'тепло', 'относиться', 'именно', 'евген', 'скорее', 'левый', 'правый']
6952;['как', 'насчёт', 'упросить', 'подать', 'кинофейл', 'суд']
6953;['надо', 'вообще', 'общенациональный', 'иск', 'предъявить', 'весь', 'сми', 'мункульт', 'трэш', 'который', 'лить', 'каждый', 'телевизор', 'радио', 'ухо', 'гражданин', 'счёт', 'наш', 'налог']
6954;['странно', 'тег', 'политика', 'кремлёбот', 'набежать', 'суверенный', 'интернет', 'катиться', 'жопа', 'хула', 'бэд', 'твой', 'дело', 'правый', 'ты', 'оставить', 'юрист', 'скидываться']
6955;['как', 'патентованный', 'кремлёбот', 'полностью', 'сторона', 'евген', 'живить', 'это']
6957;['мы', 'минимум', 'двое']
6958;['у', 'пост', 'украина', 'либераст', 'за', 'деньга', 'платить']
6959;['умник', 'понять', 'суверенный', 'интернет', 'это', 'необходимость', 'который', 'должный', 'ограничивать', 'свобода', 'слово', 'сатира', 'критика', 'любой', 'род', 'оправданный']
6961;['показать', 'патент', 'а', 'знать', 'каждый', 'щеголять', 'кремлеботство']
6962;['причём', 'суверенный', 'интернет', 'ностальгируть', 'критика', 'студия', 'давить', 'любить', 'человек', 'снимать', 'гавный', 'критика']
6963;['после', 'гавный', 'стоить', 'запятая', 'поставить', 'это', 'ступор', 'ввести', 'секунда']
6964;['всё', 'официальный', 'кремлёбот', 'сторона', 'евгений']
6965;['я', 'тот', 'кто', 'обычно', 'причислять', 'кремлебот', 'евген', 'право', 'отход', 'который', 'вываливать', 'отечественный', 'кинодел', 'прокат', 'мало', 'невозможно', 'смотреть', 'критиковать']
6967;['скинуть', 'ссылка', 'любить', 'зоопарк', 'смотреть', 'коммент', 'набежать', 'лень', 'искать']
6968;['товарищ', 'август', 'год', 'выходить', 'очередной', 'творение', 'компашка', 'звёздный', 'разум', 'обязанность', 'каждый', 'просто', 'заигнорить', 'фильм', 'кинотеатр', 'обвалить', 'рейтинг', 'кинопоиск']
